,movie_title,duration,director_name,director_facebook_likes,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,num_user_for_reviews,num_critic_for_reviews,num_voted_users,cast_total_facebook_likes,movie_facebook_likes,plot_keywords,facenumber_in_poster,color,title_year,language,country,content_rating,aspect_ratio,movie_imdb_link,gross,budget,imdb_score,genre_1,genre_2
239,The Wolverine ,138.0,James Mangold,446.0,Hugh Jackman,20000.0,Tao Okamoto,992.0,Rila Fukushima,929.0,533.0,440.0,328067,23755,68000,healing power|marvel comics|mecha|regeneration|self healing,1.0,Color,2013.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt1430132/?ref_=fn_tt_tt_1,132550960.0,120000000.0,6.7,Action,Adventure
240,Star Wars: Episode I - The Phantom Menace ,136.0,George Lucas,0.0,Natalie Portman,20000.0,Liam Neeson,14000.0,Ian McDiarmid,1000.0,3597.0,320.0,534658,37723,13000,alien|character says i have a bad feeling about this|hand to hand combat|seven word title|wilhelm scream,1.0,Color,1999.0,English,USA,PG,2.35,http://www.imdb.com/title/tt0120915/?ref_=fn_tt_tt_1,474544677.0,115000000.0,6.5,Action,Adventure
241,The Croods ,98.0,Kirk De Micco,16.0,Ryan Reynolds,16000.0,Emma Stone,15000.0,Nicolas Cage,12000.0,195.0,257.0,150618,43286,28000,cave|caveman|journey|strict father|survival,3.0,Color,2013.0,English,USA,PG,2.35,http://www.imdb.com/title/tt0481499/?ref_=fn_tt_tt_1,187165546.0,135000000.0,7.3,Adventure,Animation
243,Windtalkers ,153.0,John Woo,610.0,Nicolas Cage,12000.0,Roger Willie,836.0,Noah Emmerich,617.0,454.0,152.0,55994,15046,0,code|duty|steel helmet|u.s. marine|u.s. soldier,0.0,Color,2002.0,English,USA,R,2.35,http://www.imdb.com/title/tt0245562/?ref_=fn_tt_tt_1,40911830.0,115000000.0,6.0,Action,Drama
244,The Huntsman: Winter's War ,120.0,Cedric Nicolas-Troyan,19.0,Chris Hemsworth,26000.0,Sam Claflin,11000.0,Charlize Theron,9000.0,134.0,231.0,37750,46719,16000,based on fairy tale|dark fantasy|fairy tale|second part|sequel,2.0,Color,2016.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt2381991/?ref_=fn_tt_tt_1,47952020.0,115000000.0,6.1,Action,Adventure
245,Teenage Mutant Ninja Turtles ,101.0,Jonathan Liebesman,473.0,Noel Fisher,833.0,Danny Woodburn,809.0,Jeremy Howard,429.0,491.0,348.0,167085,2690,62000,18 wheeler|mutant|ninja|sewer|turtle,0.0,Color,2014.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt1291150/?ref_=fn_tt_tt_1,190871240.0,125000000.0,5.9,Action,Adventure
246,Gravity ,91.0,Alfonso Cuarón,0.0,Phaldut Sharma,39.0,Basher Savage,23.0,Amy Warren,13.0,1885.0,738.0,582917,87,147000,box office hit|long take|sole survivor|space|space station,0.0,Color,2013.0,English,UK,PG-13,2.35,http://www.imdb.com/title/tt1454468/?ref_=fn_tt_tt_1,274084951.0,100000000.0,7.8,Adventure,Drama
247,Dante's Peak ,108.0,Roger Donaldson,79.0,Jamie Renée Smith,650.0,Grant Heslov,293.0,Tzi Ma,268.0,277.0,93.0,62271,1569,0,ash|escape|lava|mayor|volcano,1.0,Color,1997.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt0118928/?ref_=fn_tt_tt_1,67155742.0,116000000.0,5.8,Action,Adventure
249,Fantastic Four ,100.0,Josh Trank,128.0,Tim Blake Nelson,596.0,Reg E. Cathey,360.0,Tim Heidecker,78.0,695.0,369.0,110486,1261,41000,box office flop|critically bashed|portal|teleportation|troubled production,3.0,Color,2015.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt1502712/?ref_=fn_tt_tt_1,56114221.0,120000000.0,4.3,Action,Adventure
250,Night at the Museum ,108.0,Shawn Levy,189.0,Robin Williams,49000.0,Rami Malek,3000.0,Steve Coogan,1000.0,444.0,179.0,234480,55486,3000,chaos|museum|museum of natural history|night watchman|watchman,2.0,Color,2006.0,English,USA,PG,1.85,http://www.imdb.com/title/tt0477347/?ref_=fn_tt_tt_1,250863268.0,110000000.0,6.4,Action,Adventure
251,San Andreas ,114.0,Brad Peyton,62.0,Dwayne Johnson,12000.0,Ioan Gruffudd,2000.0,Archie Panjabi,884.0,499.0,358.0,147497,16718,52000,disaster movie|earthquake|journey|natural disaster|san andreas fault,0.0,Color,2015.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt2126355/?ref_=fn_tt_tt_1,155181732.0,110000000.0,6.1,Action,Adventure
252,Tomorrow Never Dies ,119.0,Roger Spottiswoode,55.0,Vincent Schiavelli,811.0,Colin Salmon,766.0,Joe Don Baker,387.0,328.0,160.0,149680,2958,0,ex boyfriend ex girlfriend relationship|media tycoon|megalomaniac|official james bond series|world war three,3.0,Color,1997.0,English,UK,PG-13,2.35,http://www.imdb.com/title/tt0120347/?ref_=fn_tt_tt_1,125332007.0,110000000.0,6.5,Action,Adventure
253,The Patriot ,142.0,Roland Emmerich,776.0,Heath Ledger,13000.0,Adam Baldwin,2000.0,Tom Wilkinson,1000.0,1144.0,192.0,207613,19454,4000,american revolution|british|french|hero|standoff,1.0,Color,2000.0,English,USA,R,2.35,http://www.imdb.com/title/tt0187393/?ref_=fn_tt_tt_1,113330342.0,110000000.0,7.1,Action,Drama
254,Ocean's Twelve ,125.0,Steven Soderbergh,0.0,Brad Pitt,11000.0,Julia Roberts,8000.0,Mini Anden,350.0,627.0,198.0,284852,19359,0,father daughter relationship|heist|pretending to be pregnant|sequel|thief,0.0,Color,2004.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt0349903/?ref_=fn_tt_tt_1,125531634.0,110000000.0,6.4,Crime,Thriller
255,Mr. & Mrs. Smith ,126.0,Doug Liman,218.0,Brad Pitt,11000.0,Angelina Jolie Pitt,11000.0,Stephanie March,322.0,798.0,233.0,348861,22722,0,assassin|marriage|secret agent|suburb|target,2.0,Color,2005.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt0356910/?ref_=fn_tt_tt_1,186336103.0,120000000.0,6.5,Action,Comedy
256,Insurgent ,119.0,Robert Schwentke,124.0,Kate Winslet,14000.0,Theo James,5000.0,Mekhi Phifer,1000.0,258.0,263.0,154621,22622,27000,action heroine|falling from height|mind control|trainhopping|truth serum,0.0,Color,2015.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt2908446/?ref_=fn_tt_tt_1,129995817.0,110000000.0,6.3,Adventure,Sci-Fi
257,The Aviator ,170.0,Martin Scorsese,17000.0,Leonardo DiCaprio,29000.0,Adam Scott,3000.0,Frances Conroy,827.0,799.0,267.0,264318,34582,0,1920s|aviation|fight|spruce goose|test flight,0.0, Black and White,2004.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt0338751/?ref_=fn_tt_tt_1,102608827.0,110000000.0,7.5,Biography,Drama
258,Gulliver's Travels ,85.0,Rob Letterman,11.0,James Corden,480.0,Catherine Tate,392.0,Olly Alexander,116.0,121.0,184.0,53160,1173,0,bermuda triangle|box office hit|shipwrecked|travel|travel writer,1.0,Color,2010.0,English,USA,PG,2.35,http://www.imdb.com/title/tt1320261/?ref_=fn_tt_tt_1,42776259.0,112000000.0,4.9,Adventure,Comedy
259,The Green Hornet ,119.0,Michel Gondry,1000.0,Christoph Waltz,11000.0,Tom Wilkinson,1000.0,Chad L. Coleman,741.0,443.0,447.0,136019,13391,14000,heir|kung fu|party|playboy|superhero,0.0,Color,2011.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt0990407/?ref_=fn_tt_tt_1,98780042.0,120000000.0,5.8,Action,Comedy
261,300: Rise of an Empire ,102.0,Noam Murro,263.0,Eva Green,6000.0,Sullivan Stapleton,1000.0,Peter Mensah,1000.0,523.0,366.0,225273,10583,71000,army|commander|female rear nudity|greek|navy,0.0,Color,2014.0,English,USA,R,2.35,http://www.imdb.com/title/tt1253863/?ref_=fn_tt_tt_1,106369117.0,110000000.0,6.2,Action,Drama
262,The Smurfs ,103.0,Raja Gosnell,67.0,Mahadeo Shivraj,383.0,Tim Gunn,113.0,Madison McKinley,111.0,153.0,172.0,66593,692,31000,blue|new york|new york city|no opening credits|smurf,3.0,Color,2011.0,English,USA,PG,1.78,http://www.imdb.com/title/tt0472181/?ref_=fn_tt_tt_1,142614158.0,110000000.0,5.5,Adventure,Animation
263,Home on the Range ,76.0,Will Finn,6.0,Steve Buscemi,12000.0,Roseanne Barr,513.0,G.W. Bailey,421.0,88.0,104.0,13581,13607,304,cattle|cow|dairy farm|farm|rustler,0.0,Color,2004.0,English,USA,PG,1.78,http://www.imdb.com/title/tt0299172/?ref_=fn_tt_tt_1,50026353.0,110000000.0,5.4,Animation,Comedy
264,Allegiant ,120.0,Robert Schwentke,124.0,Naomi Watts,6000.0,Theo James,5000.0,Zoë Kravitz,943.0,144.0,181.0,44296,12452,12000,based on young adult novel|dystopia|genetic experimentation|strong female character|strong female lead,3.0,Color,2016.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt3410834/?ref_=fn_tt_tt_1,66002193.0,110000000.0,5.8,Action,Adventure
265,Real Steel ,127.0,Shawn Levy,189.0,Hugh Jackman,20000.0,Torey Michael Adkins,929.0,Olga Fonda,544.0,426.0,327.0,254841,22254,36000,arena|boxing|boxing movie|robot|robot battle,1.0,Color,2011.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt0433035/?ref_=fn_tt_tt_1,85463309.0,110000000.0,7.1,Action,Drama
266,The Smurfs 2 ,105.0,Raja Gosnell,67.0,Jacob Tremblay,681.0,Nancy O'Dell,71.0,Vanessa Matsui,40.0,59.0,125.0,27257,914,0,based on cartoon|box office hit|no opening credits|sequel|smurf,3.0,Color,2013.0,English,USA,PG,1.85,http://www.imdb.com/title/tt2017020/?ref_=fn_tt_tt_1,71017784.0,105000000.0,5.4,Adventure,Animation
267,Speed 2: Cruise Control ,121.0,Jan de Bont,101.0,Jason Patric,673.0,Temuera Morrison,368.0,Lois Chiles,202.0,248.0,79.0,60573,2027,894,collision course|computer|cruise|diamonds|ship run aground,0.0,Color,1997.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt0120179/?ref_=fn_tt_tt_1,48068396.0,160000000.0,3.7,Action,Crime
268,Ender's Game ,114.0,Gavin Hood,151.0,Harrison Ford,11000.0,Moises Arias,635.0,Aramis Knight,430.0,554.0,326.0,184561,12908,123000,alien|future|manipulation|simulation|training,4.0,Color,2013.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt1731141/?ref_=fn_tt_tt_1,61656849.0,110000000.0,6.7,Action,Sci-Fi
269,Live Free or Die Hard ,129.0,Len Wiseman,235.0,Bruce Willis,13000.0,Jonathan Sadowski,300.0,Cyril Raffaelli,297.0,782.0,354.0,336235,13961,0,fbi|hacker|independence day|police|terrorist,1.0,Color,2007.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt0337978/?ref_=fn_tt_tt_1,134520804.0,110000000.0,7.2,Action,Adventure
270,The Lord of the Rings: The Fellowship of the Ring ,171.0,Peter Jackson,0.0,Christopher Lee,16000.0,Orlando Bloom,5000.0,Billy Boyd,857.0,5060.0,297.0,1238746,22342,21000,elf|hobbit|middle earth|quest|ring,2.0,Color,2001.0,English,New Zealand,PG-13,2.35,http://www.imdb.com/title/tt0120737/?ref_=fn_tt_tt_1,313837577.0,93000000.0,8.8,Action,Adventure
271,Around the World in 80 Days ,120.0,Frank Coraci,153.0,Jim Broadbent,1000.0,Steve Coogan,1000.0,Cécile De France,447.0,191.0,188.0,68720,3175,0,19th century|around the world|inventor|martial arts|train,0.0,Color,2004.0,English,USA,PG,2.35,http://www.imdb.com/title/tt0327437/?ref_=fn_tt_tt_1,24004159.0,110000000.0,5.8,Action,Adventure
272,Ali ,165.0,Michael Mann,0.0,Will Smith,10000.0,Jada Pinkett Smith,851.0,Joe Morton,780.0,386.0,174.0,79186,14196,0,african american protagonist|african americans|boxing gym|gym|rumble in the jungle,1.0, Black and White,2001.0,English,USA,R,2.35,http://www.imdb.com/title/tt0248667/?ref_=fn_tt_tt_1,58183966.0,107000000.0,6.8,Biography,Drama
273,The Cat in the Hat ,82.0,Bo Welch,34.0,Sean Hayes,760.0,Kelly Preston,743.0,Spencer Breslin,434.0,456.0,109.0,36033,2762,946,based on cult comic book|cat|home alone|imagination|talking cat,1.0,Color,2003.0,English,USA,PG,1.85,http://www.imdb.com/title/tt0312528/?ref_=fn_tt_tt_1,100446895.0,109000000.0,3.8,Adventure,Comedy
274,"I, Robot ",115.0,Alex Proyas,295.0,Will Smith,10000.0,Bruce Greenwood,981.0,Chi McBride,466.0,789.0,225.0,387632,12068,0,humanoid robot|man versus machine|prosthetic limb|robot as pathos|robot vs. robot,1.0,Color,2004.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt0343818/?ref_=fn_tt_tt_1,144795350.0,120000000.0,7.1,Action,Mystery
275,Kingdom of Heaven ,194.0,Ridley Scott,0.0,Liam Neeson,14000.0,Orlando Bloom,5000.0,Philip Glenister,195.0,942.0,239.0,217373,19600,0,12th century|crusader|jerusalem|knight|medieval times,1.0,Color,2005.0,English,USA,R,2.35,http://www.imdb.com/title/tt0320661/?ref_=fn_tt_tt_1,47396698.0,130000000.0,7.2,Action,Adventure
276,Stuart Little ,84.0,Rob Minkoff,50.0,Chazz Palminteri,979.0,Nathan Lane,886.0,Jeffrey Jones,692.0,179.0,101.0,94172,3382,0,box office hit|cat|first part|mouse|orphanage,0.0,Color,1999.0,English,Germany,PG,1.85,http://www.imdb.com/title/tt0164912/?ref_=fn_tt_tt_1,140015224.0,133000000.0,5.9,Adventure,Comedy
277,The Princess and the Frog ,97.0,Ron Clements,63.0,Oprah Winfrey,852.0,Jenifer Lewis,578.0,Anika Noni Rose,525.0,214.0,228.0,89351,2480,5000,amphibian|dream|frog|frog prince|waitress,0.0,Color,2009.0,English,USA,G,1.85,http://www.imdb.com/title/tt0780521/?ref_=fn_tt_tt_1,104374107.0,105000000.0,7.1,Animation,Family
278,The Martian ,151.0,Ridley Scott,0.0,Matt Damon,13000.0,Donald Glover,801.0,Benedict Wong,372.0,1023.0,568.0,472488,14831,153000,astronaut|international cooperation|left for dead|nasa|space habitat,1.0,Color,2015.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt3659388/?ref_=fn_tt_tt_1,228430993.0,108000000.0,8.1,Adventure,Drama
280,The Island ,136.0,Michael Bay,0.0,Scarlett Johansson,19000.0,Steve Buscemi,12000.0,Djimon Hounsou,3000.0,899.0,257.0,263329,34839,0,clone|environment|escape|island|lottery,1.0,Color,2005.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt0399201/?ref_=fn_tt_tt_1,35799026.0,126000000.0,6.9,Action,Adventure
281,Town & Country ,104.0,Peter Chelsom,23.0,Del Zamora,752.0,Warren Beatty,631.0,Garry Shandling,591.0,89.0,62.0,4102,3133,53,anniversary|architect|cellist|friend|hardware store,0.0,Color,2001.0,English,New Line,R,1.85,http://www.imdb.com/title/tt0141907/?ref_=fn_tt_tt_1,6712451.0,90000000.0,4.4,Comedy,Romance
282,Gone in Sixty Seconds ,127.0,Dominic Sena,57.0,Nicolas Cage,12000.0,Angelina Jolie Pitt,11000.0,Robert Duvall,3000.0,498.0,175.0,218341,29069,0,auto theft|brother|car|theft|thief,1.0,Color,2000.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt0187078/?ref_=fn_tt_tt_1,101643008.0,90000000.0,6.5,Action,Crime
283,Gladiator ,171.0,Ridley Scott,0.0,Djimon Hounsou,3000.0,Connie Nielsen,933.0,Oliver Reed,695.0,2368.0,265.0,982637,6521,21000,battlefield|blood|combat|gladiator|roman empire,0.0,Color,2000.0,English,USA,R,2.35,http://www.imdb.com/title/tt0172495/?ref_=fn_tt_tt_1,187670866.0,103000000.0,8.5,Action,Drama
284,Minority Report ,145.0,Steven Spielberg,14000.0,Tom Cruise,10000.0,Frank Grillo,798.0,Jessica Capshaw,533.0,1331.0,252.0,399651,12546,0,future|murder|neo noir|washington d.c.|year 2054,0.0,Color,2002.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt0181689/?ref_=fn_tt_tt_1,132014112.0,102000000.0,7.7,Action,Mystery
285,Harry Potter and the Chamber of Secrets ,174.0,Chris Columbus,0.0,Daniel Radcliffe,11000.0,Rupert Grint,10000.0,Emma Watson,9000.0,858.0,232.0,387616,35672,0,bildungsroman|flying broom|invisibility cloak|monster|wizardry,1.0,Color,2002.0,English,UK,PG,2.35,http://www.imdb.com/title/tt0295297/?ref_=fn_tt_tt_1,261970615.0,100000000.0,7.4,Adventure,Family
286,Casino Royale ,144.0,Martin Campbell,258.0,Eva Green,6000.0,Tobias Menzies,1000.0,Ivana Milicevic,834.0,2301.0,400.0,470483,9125,0,casino|espionage|free running|james bond|terrorist,1.0, Black and White,2006.0,English,UK,PG-13,2.35,http://www.imdb.com/title/tt0381061/?ref_=fn_tt_tt_1,167007184.0,150000000.0,8.0,Action,Adventure
287,Planet of the Apes ,119.0,Tim Burton,13000.0,Cary-Hiroyuki Tagawa,1000.0,Estella Warren,658.0,Erick Avari,567.0,1368.0,230.0,177725,2776,0,astronaut|cage|planet|wilhelm scream|year 2029,0.0,Color,2001.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt0133152/?ref_=fn_tt_tt_1,180011740.0,100000000.0,5.7,Action,Adventure
288,Terminator 2: Judgment Day ,153.0,James Cameron,0.0,Joe Morton,780.0,Jenette Goldstein,604.0,S. Epatha Merkerson,539.0,983.0,210.0,744891,2829,13000,future|liquid metal|multiple cameos|sexy woman|time travel,0.0,Color,1991.0,English,USA,R,2.35,http://www.imdb.com/title/tt0103064/?ref_=fn_tt_tt_1,204843350.0,102000000.0,8.5,Action,Sci-Fi
289,Public Enemies ,140.0,Michael Mann,0.0,Johnny Depp,40000.0,Christian Bale,23000.0,Stephen Graham,1000.0,585.0,357.0,230931,64599,0,1930s|bank|celebrity criminal|fbi|public enemy number one,1.0,Color,2009.0,English,USA,R,2.35,http://www.imdb.com/title/tt1152836/?ref_=fn_tt_tt_1,97030725.0,100000000.0,7.0,Biography,Crime
290,American Gangster ,176.0,Ridley Scott,0.0,Denzel Washington,18000.0,Ruby Dee,782.0,RZA,561.0,458.0,300.0,324671,20354,0,death|heroin|popcorn|smuggling|vietnam,0.0,Color,2007.0,English,USA,R,1.85,http://www.imdb.com/title/tt0765429/?ref_=fn_tt_tt_1,130127620.0,100000000.0,7.8,Biography,Crime
291,True Lies ,141.0,James Cameron,0.0,Jamie Lee Curtis,2000.0,Tia Carrere,1000.0,Tom Arnold,618.0,351.0,94.0,190439,4528,0,espionage|secret agent|secret mission|spy|spy film,0.0,Color,1994.0,English,USA,R,2.35,http://www.imdb.com/title/tt0111503/?ref_=fn_tt_tt_1,146282411.0,115000000.0,7.2,Action,Comedy
292,The Taking of Pelham 1 2 3 ,106.0,Tony Scott,12000.0,Denzel Washington,18000.0,Ramon Rodriguez,464.0,Michael Rispoli,385.0,285.0,267.0,149998,19906,0,hijack|hostage|ransom|subway|train,1.0,Color,2009.0,English,USA,R,2.35,http://www.imdb.com/title/tt1111422/?ref_=fn_tt_tt_1,65452312.0,100000000.0,6.4,Action,Crime
293,Little Fockers ,98.0,Paul Weitz,80.0,Robert De Niro,22000.0,Blythe Danner,713.0,Teri Polo,708.0,152.0,180.0,85531,24082,0,birthday|critically bashed|male nurse|nurse|suspicion,10.0,Color,2010.0,English,USA,PG-13,1.85,http://www.imdb.com/title/tt0970866/?ref_=fn_tt_tt_1,148383780.0,100000000.0,5.5,Comedy,Romance
294,The Other Guys ,116.0,Adam McKay,285.0,Dwayne Johnson,12000.0,Will Ferrell,8000.0,Derek Jeter,107.0,316.0,265.0,189806,20233,16000,capitalist|detective|investigation|new york city|police,2.0,Color,2010.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt1386588/?ref_=fn_tt_tt_1,119219978.0,100000000.0,6.7,Action,Comedy
295,Eraser ,115.0,Chuck Russell,55.0,Vanessa Williams,1000.0,James Coburn,773.0,Roma Maffia,383.0,131.0,81.0,84424,3454,0,assassination attempt|corporate crime|rogue agent|witness|witness protection program,1.0,Color,1996.0,English,USA,R,2.35,http://www.imdb.com/title/tt0116213/?ref_=fn_tt_tt_1,101228120.0,100000000.0,6.1,Action,Drama
296,Django Unchained ,165.0,Quentin Tarantino,16000.0,Leonardo DiCaprio,29000.0,Christoph Waltz,11000.0,Ato Essandoh,265.0,1193.0,765.0,955174,40978,199000,dynamite|historically inaccurate|ku klux klan|n word|slavery,1.0,Color,2012.0,English,USA,R,2.35,http://www.imdb.com/title/tt1853728/?ref_=fn_tt_tt_1,162804648.0,100000000.0,8.5,Drama,Western
297,The Hunchback of Notre Dame ,91.0,Gary Trousdale,21.0,Demi Moore,2000.0,Jason Alexander,700.0,Bill Fagerbakke,542.0,230.0,80.0,102933,4842,0,15th century|cathedral|gypsy|paris|victor hugo,0.0,Color,1996.0,English,USA,G,1.78,http://www.imdb.com/title/tt0116583/?ref_=fn_tt_tt_1,100117603.0,100000000.0,6.9,Animation,Drama
298,The Emperor's New Groove ,78.0,Mark Dindal,10.0,Eartha Kitt,558.0,Wendie Malick,452.0,John Fiedler,253.0,297.0,141.0,128285,2039,0,antidote|disney|emperor|first part|llama,1.0,Color,2000.0,English,USA,G,1.66,http://www.imdb.com/title/tt0120917/?ref_=fn_tt_tt_1,89296573.0,100000000.0,7.3,Adventure,Animation
299,The Expendables 2 ,103.0,Simon West,165.0,Jason Statham,26000.0,Sylvester Stallone,13000.0,Bruce Willis,13000.0,474.0,383.0,246803,57881,108000,church|hostage|mine|plutonium|revenge,3.0,Color,2012.0,English,USA,R,2.35,http://www.imdb.com/title/tt1764651/?ref_=fn_tt_tt_1,85017401.0,92000000.0,6.7,Action,Adventure
300,National Treasure ,131.0,Jon Turteltaub,226.0,Nicolas Cage,12000.0,Armando Riesco,625.0,Annie Parisse,341.0,692.0,193.0,255447,13679,0,declaration of independence|secret society|treasure|treasure hunt|treasure hunter,0.0,Color,2004.0,English,USA,PG,2.35,http://www.imdb.com/title/tt0368891/?ref_=fn_tt_tt_1,173005002.0,100000000.0,6.9,Action,Adventure
301,Eragon ,104.0,Stefen Fangmeier,14.0,Djimon Hounsou,3000.0,Ed Speleers,762.0,Gary Lewis,203.0,1690.0,170.0,108076,4487,0,dragon|dragon rider|fictional war|sword and fantasy|teenage hero,0.0, Black and White,2006.0,English,USA,PG,2.35,http://www.imdb.com/title/tt0449010/?ref_=fn_tt_tt_1,75030163.0,100000000.0,5.1,Action,Adventure
302,Where the Wild Things Are ,101.0,Spike Jonze,0.0,Catherine O'Hara,925.0,Ryan Corr,468.0,Max Records,279.0,388.0,333.0,87677,1738,11000,based on children's book|creature|igloo|imagination|king,0.0,Color,2009.0,English,Germany,PG,2.35,http://www.imdb.com/title/tt0386117/?ref_=fn_tt_tt_1,77222184.0,100000000.0,6.8,Adventure,Drama
304,Epic ,102.0,Chris Wedge,77.0,Josh Hutcherson,14000.0,Emma Kenney,151.0,Troy Evans,120.0,113.0,203.0,85833,14552,17000,father daughter relationship|forest|miniature person|shrinking|sword and fantasy,2.0,Color,2013.0,English,USA,PG,2.35,http://www.imdb.com/title/tt0848537/?ref_=fn_tt_tt_1,107515297.0,100000000.0,6.7,Adventure,Animation
305,The Tourist ,103.0,Florian Henckel von Donnersmarck,207.0,Johnny Depp,40000.0,Angelina Jolie Pitt,11000.0,Rufus Sewell,3000.0,374.0,321.0,176598,55175,25000,police surveillance|surveillance van|tailing a suspect|tourist|venice italy,0.0,Color,2010.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt1243957/?ref_=fn_tt_tt_1,67631157.0,100000000.0,6.0,Action,Romance
306,End of Days ,121.0,Peter Hyams,0.0,CCH Pounder,1000.0,Mark Margolis,1000.0,Udo Kier,595.0,524.0,174.0,89509,3903,2000,atheist|ex cop|female masturbation|female nudity|lucifer,0.0,Color,1999.0,English,USA,R,2.35,http://www.imdb.com/title/tt0146675/?ref_=fn_tt_tt_1,66862068.0,83000000.0,5.7,Action,Fantasy
307,Blood Diamond ,143.0,Edward Zwick,380.0,Leonardo DiCaprio,29000.0,Djimon Hounsou,3000.0,Stephen Collins,452.0,657.0,166.0,400292,33160,14000,diamond|elephant|fisherman|rebel|sierra leone,0.0,Color,2006.0,English,Germany,R,2.35,http://www.imdb.com/title/tt0450259/?ref_=fn_tt_tt_1,57366262.0,100000000.0,8.0,Adventure,Drama
308,The Wolf of Wall Street ,240.0,Martin Scorsese,17000.0,Leonardo DiCaprio,29000.0,Matthew McConaughey,11000.0,Jon Favreau,4000.0,1138.0,606.0,780588,46057,138000,based on true story|fellatio|female rear nudity|sex in an airplane|stockbroker,3.0,Color,2013.0,English,USA,R,2.35,http://www.imdb.com/title/tt0993846/?ref_=fn_tt_tt_1,116866727.0,100000000.0,8.2,Biography,Comedy
